ein,name,street,city,state,zip,category,description,ntee_code,asset_amt,income_amt,revenue_amt
364763575,Georgia Works,275 Pryor St Sw,Atlanta,GA,30303-3638,Human Services,Human Services,P20,1147507,1342080,1342080
383694850,Masjid Al Jami Inc,105 1/2 Broad St,Atlanta,GA,30303-0000,Religious,Islam,X40,,,
364669710,Operation Gi Jane,3280 Peachtree Rd Ne Ste 1110,Atlanta,GA,30305-2430,Public Social Benefit,Military & Veterans‰Ûª Organizations,W30,14164,0,0
383851800,Good Thinking Inc,1545 N Morningside Dr Ne,Atlanta,GA,30306-3260,Philanthropy,Philanthropy,T50,0,0,0
383670102,Georgia Restaurant Association Inc,3520 Piedmont Road,Atlanta,GA,30305-1516,Community Capacity Bldg,Boards of Trade,S46,155963,887170,800292
412220813,Veterans For Community Service Llc,116 Holiday Ave Ne,Atlanta,GA,30307-2612,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
412072184,Friends Of Inman Park Inc,207 Hurt St Ne,Atlanta,GA,30307-2536,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
383872889,Winter Foundation Inc,80 Peachtree Park Dr Ne,Atlanta,GA,30309-1304,Philanthropy,Private Independent Foundations,T22,646535,335587,
352442603,Justusatl Inc,1530 Dekalb Ave Ne,Atlanta,GA,30307-2176,Civil Rights,Lesbian and Gay Rights,R26,0,0,0
371557691,Zeldin Family Foundation Inc,181 14Th St Ne Ste 500,Atlanta,GA,30309-7626,Philanthropy,Private Grantmaking Foundations,T20,1,1,
357075093,Kort Fam Foundation,1355 Peachtree St Ne Ste 1450,Atlanta,GA,30309-4906,Philanthropy,Private Grantmaking Foundations,T20,,,
383867386,House Of Dawah Incorporated,1128 Oak St Sw Ste B,Atlanta,GA,30310-1718,Human Services,Ethnic & Immigrant Centers,P84,0,0,0
421596278,Genesis Lighthouse Ministries Inc,1113 Ira St Sw,Atlanta,GA,30310-3615,Religious,Protestant,X21,,,
331044557,Power Of Deliverance Inc,1070 Dill Ave Sw,Atlanta,GA,30310-4117,Religious,Christianity,X20,,,
331126986,St Paul Ministries,458 Shannon Dr Sw,Atlanta,GA,30310-4436,Religious,Protestant,X21,,,
352253226,Traditional Art Of Tae Kwon Do Institute Inc,2799 Lynn Dr Sw,Atlanta,GA,30311-2322,Human Services,Children & Youth Services,P30,0,0,0
341998672,Auc Institute For Career Studies,2391 Benjamin E Mays Dr Sw,Atlanta,GA,30311-3251,Religious,Christianity,X20,56173,5170149,5170149
352016509,George Verdak Performance Trust Inc,422 Georgia Ave Se,Atlanta,GA,30312-3112,Public Social Benefit,Leadership Development,W70,0,0,0
371534012,Granny Cassies House,416 Greencove Ln Se,Atlanta,GA,30316-1706,Human Services,Senior Centers,P81,1,1394,1394
431951552,Ordo Templi Orientis Usa,751 Gaskill St Se,Atlanta,GA,30316-1190,Religious,Religion-Related NEC,X99,,,
421635097,Atlanta Oasis Inc,82 Bates Ave Ne,Atlanta,GA,30317-1345,Human Services,Group Homes,P73,,,
383858580,Quaker Voluntary Service Inc,750 Glenwood Ave Se,Atlanta,GA,30316-1867,Human Services,Human Services,P20,376045,420776,420776
383705363,Blessed Life Aoh Church Inc,1342 Glenwood Ave Se,Atlanta,GA,30316-2048,Religious,Protestant,X21,,,
331207955,Lazarus Ministries Inc,2270 Defoor Hills Rd Nw,Atlanta,GA,30318-2200,Religious,Christianity,X20,41375,124968,116526
371580111,Shy Temple Cme Outreach Ministries,2012 Memorial Dr Se,Atlanta,GA,30317-2505,Human Services,Human Services,P20,0,0,0
342019056,Berkeley Park Neighborhood Association Inc,811 Verner St Nw,Atlanta,GA,30318-7639,Housing Shelter,Homeowners & Tenants Associations,L50,0,0,0
364726600,Doing Good Among People Inc,215 Lakewood Way Sw 204B,Atlanta,GA,30315-6022,Human Services,Human Services,P20,0,0,0
376422649,Kathryn T And William R Bridges Jr Fam Fund,3747 Peachtree Road Ne,Atlanta,GA,30319-1360,Philanthropy,Private Grantmaking Foundations,T20,1232438,209576,
364252672,Information Technology Senior Management Forum Inc,2020 Howell Mill Road,Atlanta,GA,30318-1732,Employment,Vocational Counseling,J21,565287,1175976,1175976
342059684,Reaching Others Outreach Ministries Inc,2020 Howell Mill Road,Atlanta,GA,30318-1732,Human Services,Family Services,P40,14090,46200,46200
352433421,Shah Family Foundation Inc,3424 Peachtree Rd Ne Ste 2000,Atlanta,GA,30326-1147,Philanthropy,Private Independent Foundations,T22,2794858,1314295,
421545318,Warrick Dunn Charities Inc,3223 Howell Mill Rd Nw,Atlanta,GA,30327-4105,Housing Shelter,Housing Support,L80,549728,976446,762241
331028560,Landcastle Foundation Inc,3560 Lenox Rd Ne Ste 3000,Atlanta,GA,30326-4266,Philanthropy,Named Trusts NEC,T90,2144,1,
364570020,Team Type 1 Inc,2144 Hills Avenue,Atlanta,GA,30318-2209,Philanthropy,Private Grantmaking Foundations,T20,432368,14834,
331208192,Alpha & Omega Society Inc,525 Bethany Forest Dr Sw,Atlanta,GA,30331-7364,Human Services,Human Services,P20,0,0,0
352263326,Arlington Estate Civic Association,2406 Colorado Trl Sw,Atlanta,GA,30331-7008,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
352397335,K B Knight Foundation Company,1971 Fairburn Rd Sw,Atlanta,GA,30331-4810,Human Services,Human Services NEC,P99,0,0,0
383681061,Metro Atlanta Community Development Corporation,3076 Humphries Dr Se,Atlanta,GA,30354-2467,Public Social Benefit,Public & Societal Benefit NEC,W99,,,
352335846,King Missions Inc,391 17Th Street,Atlanta,GA,30363-1148,Religious,Christianity,X20,10813,0,0
451259831,Edvillage Inc,1190 N Highland Ave Ne Unit 8122,Atlanta,GA,31106-1204,Human Services,Human Services,P20,34982,81324,81324
455248550,Skills And Knowledge For The Future Inc,1201 Peachtree Street Ne,Atlanta,GA,30361-3503,Religious,Religion-Related NEC,X99,0,0,0
455425749,Inspire International Cdc,445 Cleveland Ave Se Apt Q158,Atlanta,GA,30354-2257,Public Social Benefit,Public & Societal Benefit NEC,W99,0,0,0
461488447,Cummings Family Foundation Inc,189 Pineland Rd Nw,Atlanta,GA,30342-4016,Philanthropy,Private Independent Foundations,T22,299235,221060,
461402786,Lassiter Family Charitable Foundation Inc,3750 N Stratford Rd Ne,Atlanta,GA,30342-4327,Philanthropy,Private Grantmaking Foundations,T20,9584241,1293164,
454831185,Greater Atlanta Limousine Association Inc,1984 Howell Mill Rd Ste 11916,Atlanta,GA,30342-0000,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,22495,30884,23564
462423925,Operation Celebration Inc,3820 Roswell Rd Unit 905,Atlanta,GA,30342-4450,Human Services,Human Services,P20,,,
453552961,Buckhead Community Fellowship Inc,4279 Roswell Rd Ne Ste 102,Atlanta,GA,30342-3700,Religious,Christianity,X20,,,
452964402,Renaissance International Ministries,625 Jewel Dr Sw,Atlanta,GA,30331-8371,Religious,Protestant,X21,,,
453330095,Greater Elizabeth Bible Church,745 Bolton Rd Nw,Atlanta,GA,30331-1409,Religious,Christianity,X20,,,
450604604,Kings Forest Combined Communities Corporation,3910 King Arthur Rd Sw,Atlanta,GA,30331-4908,Human Services,Human Services,P20,0,0,0
452897981,Georgia Compensatory Educational Leaders Inc,450 Carriage Gate Trl Sw,Atlanta,GA,30331-6842,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,253373,157470,157470
452854997,Champions 4 Christ Inc,1831 Cove Trl Sw,Atlanta,GA,30331-6353,Religious,Christianity,X20,0,0,0
454351950,Relay Exchange Inc,3773 Haddon Hall Rd Nw,Atlanta,GA,30327-2658,Religious,Protestant,X21,7850,13838,13838
461343688,Sogamott Foundation Inc,3361 Nancy Creek Rd Nw,Atlanta,GA,30327-2401,Philanthropy,Private Independent Foundations,T22,487142,149588,
461359937,Saad Abubaker Foundation Saf Inc,3597 Rembrandt Rd Nw,Atlanta,GA,30327-2657,Human Services,Human Services,P20,0,0,0
452725535,Glenda And Jack Floyd Foundation,1764 W Wesley Rd Nw,Atlanta,GA,30327-1910,Philanthropy,Private Grantmaking Foundations,T20,3483,1,
461315431,Foundation Of Helping Ordinary People Excel -Hope Inc,1266 West Paces Ferry Rd Nw Ste 422,Atlanta,GA,30327-2306,Employment,Job Training,J22,0,0,0
461572991,Naserian Foundation Inc,3223 Howell Mill Rd Nw,Atlanta,GA,30327-4105,Philanthropy,Private Grantmaking Foundations,T20,9702142,3922137,
461599564,De Bedout Family Charitable Foundation Inc,3435 Kingsboro Rd Ne Apt 804,Atlanta,GA,30326-1342,Philanthropy,Private Grantmaking Foundations,T20,614566,367995,
453240108,Brandon Neighborhood Association Inc,900 W Wesley Rd Nw,Atlanta,GA,30327-1310,Community Capacity Bldg,Neighborhood & Block Associations,S22,26427,54688,54688
455069917,Macedonian Ministry Foundation Inc,3445 Peachtree Rd Ne Ste 175,Atlanta,GA,30326-1234,Religious,Religion-Related NEC,X99,1261871,2428208,2428208
454056587,Purpose Built Communities Foundation Inc,3445 Peachtree Rd Ne Ste 175,Atlanta,GA,30326-1234,Philanthropy,Community Foundations,T31,9896044,3460886,
453237128,Beyond Words International Inc,3355 Lenox Rd Ne Ste 510,Atlanta,GA,30326-1332,Philanthropy,Public Foundations,T30,0,0,0
454483931,Centers For Spiritual Living,70 Lenox Pointe Ne,Atlanta,GA,30324-3170,Religious,Religion-Related NEC,X99,,,
454153322,Lost-N-Found Youth Inc,2585 Chantilly Dr Ne,Atlanta,GA,30324-3712,Human Services,Children & Youth Services,P30,208452,533852,374400
460809078,Connolly Family Foundation Inc,3971 Club Dr Ne,Atlanta,GA,30319-1146,Philanthropy,Private Independent Foundations,T22,23812701,315849,
453418551,Joseph L Williams Foundation Inc,2283 Baker Rd Nw,Atlanta,GA,30318-6220,Religious,Christianity,X20,0,0,0
453704844,Georga Conference Of The American Association Of University Professo,2534 Fernleaf Ct Nw,Atlanta,GA,30318-1422,Employment,Labor Unions,J40,0,0,0
453722996,Kingdom Assembly Of Grace And Truth Incorporated,2121 Hollywood Rd Nw,Atlanta,GA,30318-1816,Religious,Christianity,X20,,,
453759119,Chabad Of Downtown Universities Inc,471 10Th St Nw,Atlanta,GA,30318-5789,Religious,Judaism,X30,,,
461226757,Sheila Jones Youth & Senior Foundation Inc,3246 Amhurst Dr Nw,Atlanta,GA,30318-5902,Human Services,Human Services,P20,0,0,0
431963532,Southeastern Chapter Building Commissioning Association,1710 Defoor Ave Nw,Atlanta,GA,30318-7530,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,0,0,0
461754901,Latonya Scott Ministries Inc,2479 Abner Ter Nw Apt 224,Atlanta,GA,30318-3496,Religious,Religion-Related NEC,X99,,,
453129000,Resonate Atlanta,28 Rogers St Ne,Atlanta,GA,30317-1033,Religious,Christianity,X20,,,
461347832,Tru Foundation Inc,1740 Defoor Pl Nw,Atlanta,GA,30318-3709,Human Services,Human Services NEC,P99,0,0,0
455493000,Eav Strut Inc,458 Haas Ave Se,Atlanta,GA,30316-1651,Human Services,Human Services,P20,22934,51495,51495
454883167,Bobby Dodd Enterprises Inc,2120 Marietta Blvd Nw,Atlanta,GA,30318-2122,Employment,Employment Preparation & Procurement,J20,1214683,1671497,1671497
450478346,Thomasville Heights Community Development Corporation,2017 Akron Dr Se,Atlanta,GA,30315-7003,Housing Shelter,Housing Development,L20,0,0,0
455548365,Beloved Atlanta Inc,638 Federal Ter Se,Atlanta,GA,30315-4435,Human Services,Victims‰Ûª Services,P62,111195,226991,220286
451578456,Showcase Group,2037 Reynolds Dr Sw,Atlanta,GA,30315-6038,Human Services,Human Services,P20,0,0,0
462286291,Ocie Lewis Support Inc,2038 Donald Lee Hollowell Pkwy Nw,Atlanta,GA,30318-4778,Human Services,Human Services,P20,0,0,0
455308790,Gods Power Ministry Inc Cherubim And Seraphim Church,1765 Metropolitan Pkwy Sw,Atlanta,GA,30315-5920,Religious,Christianity,X20,,,
453855119,Catholic Engaged Encounter Of Atlanta Inc,745 Grant St Se,Atlanta,GA,30315-1463,Religious,Protestant,X21,0,0,0
453604268,People United Foundation Inc,147 Lawshe Street,Atlanta,GA,30314-0000,Human Services,Centers to Support the Independence of Specific Populations,P80,0,0,0
454997977,Quest Village Iii Of Georgia Inc,879 Rock St,Atlanta,GA,30314-3323,Housing Shelter,Housing Development,L20,3816947,262791,262791
462102047,New Origin Foundation,173 Dahlia Ave Nw,Atlanta,GA,30314-1207,Housing Shelter,Housing Development,L20,11599,138335,138335
460965134,Wise Protective And More,218 Merritts Ave Nw,Atlanta,GA,30313-2313,Human Services,Human Services,P20,0,0,0
452308426,Rebuild Initiative,637 Highland Ave Ne,Atlanta,GA,30312-1423,Religious,Protestant,X21,,,
460644060,Old Fourth Ward Business Association Inc,148 Howell St Ne,Atlanta,GA,30312-1644,Community Capacity Bldg,Business & Industry,S40,0,0,0
452974538,American College Of Nurse-Midwives,809 Mercer St Se,Atlanta,GA,30312-3523,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,0,0,0
451586583,Gtca Charitable,927 Confederate Ave Se,Atlanta,GA,30312-3788,Philanthropy,Public Foundations,T30,0,0,0
452500753,Metro Atlanta Urban Farm In College Park Inc,1071 Veltre Cir Sw,Atlanta,GA,30311-3125,Food,Food,K99,49254,85897,85897
461784089,Sweet Auburn Works,522 Auburn Ave Ne,Atlanta,GA,30312-1900,Community Capacity Bldg,Community & Neighborhood Development,S20,0,0,0
431964080,Holy Temple Outreach Prayer Center Incorporated,1525 Mill Acres Dr Sw,Atlanta,GA,30311-3807,Religious,Christianity,X20,,,
453078162,Greater Love Temple Ministries,808 Rosemary Ave Sw,Atlanta,GA,30311-2635,Religious,Christianity,X20,,,
451351935,Ar-Rahman Islamic Center Inc,1631 Westhaven Dr Sw,Atlanta,GA,30311-2642,Community Capacity Bldg,Business & Industry,S40,,,
453945417,Industrial Workers Of The World,542 Moreland Ave Se,Atlanta,GA,30316-1927,Employment,Labor Unions,J40,0,0,0
455519735,Pink Frog Foundation,1380 Audubon Ct Sw,Atlanta,GA,30311-2468,Human Services,Human Services,P20,12982,32453,32453
460812291,Trinity Women Of Destiny,1012 Fleetwood Cir Sw,Atlanta,GA,30311-2531,Public Social Benefit,Public & Societal Benefit NEC,W99,0,0,0
462448823,Byc Inc,2034 Venetian Dr Sw,Atlanta,GA,30311-4030,Community Capacity Bldg,Urban & Community Economic Development,S31,0,0,0
454677395,Nonprofit Trinity Awards Inc,848 Oglethorpe Ave Sw,Atlanta,GA,30310-8036,Philanthropy,Philanthropy,T50,0,0,0
462336074,People Of The Way Of Jesus Inc,649 Peeples St Sw,Atlanta,GA,30310-2650,Religious,Christianity,X20,,,
450503956,Community Mosque Of Atlanta,547 W End Pl Sw,Atlanta,GA,30310-1713,Religious,Islam,X40,,,
432071145,Center For Working Families Inc,477 Windsor Street Suite 304,Atlanta,GA,30312-2530,Philanthropy,Private Operating Foundations,T23,1039461,2855768,
455565561,Gilliams Community Garden,1286 Oakland Terrace Sw,Atlanta,GA,30310-0000,Food,Agricultural Programs,K20,0,0,0
462402866,Heart Of God Foundation Inc,1643 Donald Lee Hollwell Pkwy B,Atlanta,GA,30318-5007,Religious,Single Organization Support,X11,0,0,0
454816906,Wholesome Wave Georgia Incorporated,2277 Peachtree Rd Ne Ste A,Atlanta,GA,30309-1173,Food,Food Programs,K30,68063,252188,241556
454214990,Hope For The City Inc,1328 Peachtree St Ne,Atlanta,GA,30309-3209,Human Services,Homeless Centers,P85,137155,282636,282636
453187797,Atlanta International Arbitration Society Inc,999 Peachtree St Ste 2300,Atlanta,GA,30309-0000,Community Capacity Bldg,Boards of Trade,S46,32644,8134,8134
453651013,Path To Life Inc,1476 Groveland Ave Nw,Atlanta,GA,30309-2220,Food,Nutrition,K40,0,0,0
453683977,Yunus Creative Lab,1420 Peachtree St Ne Ste 800,Atlanta,GA,30309-3052,Community Capacity Bldg,Urban & Community Economic Development,S31,951696,1072039,967397
452645951,Lifecycle Building Center Inc,581 Greenwood Ave Ne,Atlanta,GA,30308-1839,Food,Food,K99,151337,158416,157751
462033671,Water-Life-Hope Inc,1230 Peachtree St Ne Ste 900,Atlanta,GA,30309-7533,Community Capacity Bldg,Economic Development,S30,0,0,0
454524013,Bridging Institute Of America Inc,1819 Peachtree Rd Ne Ste 501,Atlanta,GA,30309-1854,Community Capacity Bldg,Business & Industry,S40,,,
451077482,Hands Around The Hill Inc,931 Monroe Drive Ne,Atlanta,GA,30308-1793,Human Services,Human Services,P20,12893,29448,12233
461146717,The@Journey Institute Of Wellness Inc,741 Piedmont Ave Ne Ste 100,Atlanta,GA,30308-1420,Public Social Benefit,Public & Societal Benefit NEC,W99,,,
461848143,Mo Foundation Inc,30 5Th St Ne Unit 401,Atlanta,GA,30308-1154,Philanthropy,Public Foundations,T30,0,0,0
454824805,Independent Doctors Of Georgia Inc,C/O Mcguirewoods 1230 Peachtree St,Atlanta,GA,30309-0000,Community Capacity Bldg,Boards of Trade,S46,39531,332233,332233
462097547,Southern Property Rights Council Inc,1170 Peachtree St Ne Ste 100,Atlanta,GA,30309-7689,Human Services,Human Services NEC,P99,1020,5000,5000
453723271,Alliance Of Dekalb County Inc,1401 Peachtree St,Atlanta,GA,30309-3023,Community Capacity Bldg,Community & Neighborhood Development,S20,307130,363980,346600
452133934,Ben Cohen Standup Foundation Inc,741 Monroe Dr Ne,Atlanta,GA,30308-1701,Philanthropy,Private Grantmaking Foundations,T20,35005,21696,
461416058,Jamestown Foundation Inc,675 Ponce De Leon Avenue 7Th Flr,Atlanta,GA,30308-1829,Philanthropy,Public Foundations,T30,163618,409519,308596
461623778,Foundation In Memory Of Dr Arvind Acharya Inc,406 Claire Dr Ne,Atlanta,GA,30307-1828,Philanthropy,Private Grantmaking Foundations,T20,51635,13939,
460540903,Fairlee Inc,765 Lullwater Rd Ne,Atlanta,GA,30307-1288,Human Services,Human Services,P20,1,1,
453768659,Shanti Bridge Incorporated,177 Elizabeth Street,Atlanta,GA,30307-2598,Human Services,Human Services,P20,0,0,0
455096423,Pvblic Foundation Inc,1419 La France St Ne,Atlanta,GA,30307-2856,Human Services,Human Services,P20,,,
462015705,Mighty Rights Media Corporation,1795 Lenox Rd Ne,Atlanta,GA,30306-3030,Civil Rights,Civil Rights,R99,293,0,0
460988789,Radical Fitness Ministries Inc,978 North Ave Ne Apt 301,Atlanta,GA,30306-4464,Religious,Fund Raising & Fund Distribution,X12,0,0,0
452734985,Petros Group Inc,831 Greenwood Ave Ne,Atlanta,GA,30306-3722,Religious,Christianity,X20,0,0,0
451197382,Silent Thunder Order Inc,984 Saint Charles Ave Ne,Atlanta,GA,30306-4222,Religious,Buddhism,X50,0,0,0
454344273,Georgia Education Foundation Inc,759 W Peachtree St Ne Ste 107,Atlanta,GA,30308-1195,Community Capacity Bldg,Management & Technical Assistance,S02,117115,138235,138235
462305596,In The Life Atlanta,1530 Dekalb Ave,Atlanta,GA,30307-2176,Civil Rights,Civil Rights,R99,0,0,0
452645888,Deerhaven Foundation Inc,3719 Tuxedo Rd Nw,Atlanta,GA,30305-1044,Philanthropy,Private Grantmaking Foundations,T20,29649,19577,
455346337,Flame Fitness Inc,1125 Lanier Blvd Ne,Atlanta,GA,30306-3567,Human Services,Centers to Support the Independence of Specific Populations,P80,0,0,0
462633562,Neighbor Next Door Foundation,855 Peachtree Street Suite 1204,Atlanta,GA,30308-0000,Human Services,Human Services,P20,0,0,0
461194816,Alpine Adaptive Scholarship Program Inc,3151 Maple Dr Ne,Atlanta,GA,30305-2503,Human Services,Centers to Support the Independence of Specific Populations,P80,0,0,0
455132662,Silverton Foundation,1027 Monroe Dr Ste B,Atlanta,GA,30306-3664,Philanthropy,Philanthropy,T50,2625,46779,46779
453611066,Aarons Foundation Inc,309 E Paces Ferry Rd Ne,Atlanta,GA,30305-2367,Philanthropy,Private Grantmaking Foundations,T20,3715,261315,
460711436,St Michaels Mission Inc,3430 Valley Rd Nw,Atlanta,GA,30305-1147,Human Services,Human Services,P20,0,0,0
462103067,Atlanta Moon Ride Inc,40 Peachtree Hills Ave Ne,Atlanta,GA,30305-4302,Philanthropy,Fund Raising & Fund Distribution,T12,,,
454713623,La Gonave Haiti Partners Inc,2461 Peachtree Rd Ne,Atlanta,GA,30305-4149,Philanthropy,Public Foundations,T30,139836,404717,404717
455106574,Mark A Jardina Foundation Inc,2562 Red Valley Rd Nw,Atlanta,GA,30305-3522,Philanthropy,Fund Raising & Fund Distribution,T12,27085,76022,57245
454004727,Melvin Douglas And Victoria Kay Ivester Foundation Inc,411 Peachtree Battle Ave Nw,Atlanta,GA,30305-4032,Philanthropy,Private Grantmaking Foundations,T20,9860735,7343893,
452753828,Young Nonprofit Professionals Network Of Atlanta,2870 Peachtree Rd Nw Ste 203,Atlanta,GA,30305-2918,Community Capacity Bldg,Support NEC,S19,0,0,0
454707013,Corenet Global Inc,133 Peachtree St Ne Np 3000,Atlanta,GA,30303-0000,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,273561,351386,308122
455422735,Young Professionals In Transportation,87 Peachtree St Sw Apt 701,Atlanta,GA,30303-3167,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,0,0,0
461965125,Sclc Martin Luther King Jr Poor Peoples Campaign Inc,320 Auburn Ave Ne,Atlanta,GA,30303-2604,Civil Rights,Civil Rights,R20,3703,2622,2622
462003535,Renew,256 Memorial Dr Sw,Atlanta,GA,30303-3743,Human Services,Family Services,P40,,,
462239585,Atlanta Wealth Building Initiative Inc,50 Hurt Plz Se Ste 449,Atlanta,GA,30303-2915,Community Capacity Bldg,Economic Development,S30,0,0,0
461344768,National Center For Civil And Human Rights Foundation Inc,250 Williams St Nw Ste 2322,Atlanta,GA,30303-1032,Human Services,Single Organization Support,P11,51986900,18501270,18501270
462330301,Our Seeds Tomorrow,236 Auburn Ave Ne Unit 9,Atlanta,GA,30303-2613,Human Services,Homeless Centers,P85,0,0,0
461790591,Caring Together In Hope Foundation,2870 Peachtree Rd No 843,Atlanta,GA,30305-2918,Philanthropy,Private Grantmaking Foundations,T20,42160,104116,99135
454657956,Heavenly Choice Ministries Incorporated,210 Auburn Ave Ne Apt 512,Atlanta,GA,30303-2617,Religious,Religion-Related NEC,X99,0,0,0
432077554,Actoday Foundation Inc,2870 Peachtree Rd Ste 848,Atlanta,GA,30305-2918,Housing Shelter,Housing Development,L20,0,0,0
451446404,Georgia Transportation Alliance Inc,270 Peachtree St Nw Ste 2200,Atlanta,GA,30303-1283,Community Capacity Bldg,Single Organization Support,S11,379500,571873,571873
461271164,Occupy Our Homes Atlanta,75 Marietta Street,Atlanta,GA,30303-2883,Public Social Benefit,Citizen Participation,W24,,,
454972287,Corenet Global Inc,133 Peachtree Street Nw Suite 3000,Atlanta,GA,30303-0000,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,324602,324930,324930
464902219,Hugs,236 Auburn Ave Ne Ste 200,Atlanta,GA,30303-2609,Community Capacity Bldg,Community Service Clubs,S80,0,0,0
473476724,Partners For Home Inc,55 Trinity Ave Sw,Atlanta,GA,30303-3520,Housing Shelter,Homeless Shelters,L41,,,
473768643,Turner Conservation Trust,133 Luckie St Nw 8Th Fl,Atlanta,GA,30303-2038,Philanthropy,Private Operating Foundations,T23,,,
465740551,Atlanta Aerotropolis Alliance Inc,40 Courtland St Ne,Atlanta,GA,30303-2538,Community Capacity Bldg,Chambers of Commerce & Business Leagues,S41,1,87500,87500
471311098,University Consortium For Liberia,225 Peachtree Street Ne Ctr South,Atlanta,GA,30303-0000,Public Social Benefit,Public & Societal Benefit NEC,W99,0,0,0
471351481,Foundation For Georgias Future Inc,191 Peachtree St Ste 2900,Atlanta,GA,30303-0000,Public Social Benefit,Citizen Participation,W24,,,
465246524,Fight 4Jc,2965 Pharr Ct S Nw Apt 719,Atlanta,GA,30305-2142,Human Services,Ethnic & Immigrant Centers,P84,,,
471198080,International Giving Inc,2660 Peachtree Rd Nw Ste 4E,Atlanta,GA,30305-5601,Philanthropy,Public Foundations,T30,1,0,0
472141086,Holiday Helping Hands,3131 E Shadowlawn Ave Ne,Atlanta,GA,30305-2405,Philanthropy,Fund Raising & Fund Distribution,T12,0,0,0
464048173,Project Turnaround Foundation,235 Peachtree Ste Ne,Atlanta,GA,30303-0000,Human Services,Human Services,P20,,,
471002681,Georgia Lgbtq Archives Project Inc,Gsu Library100 Decatur Street Se,Atlanta,GA,30303-0000,Civil Rights,Lesbian and Gay Rights,R26,,,
464601719,Sank Family Foundation Inc,1369 Pasadena Ave Ne,Atlanta,GA,30306-3160,Philanthropy,Philanthropy,T99,1,1,
472413311,Frances B And J Ronald Terwilliger Foundation Inc,3060 Peachtree Rd Nw Ste 830,Atlanta,GA,30305-2240,Philanthropy,Private Independent Foundations,T22,994063,994063,
471047730,Service Forward Incorporated,2626 Peachtree Rd Nw Unit 1405,Atlanta,GA,30305-5629,Community Capacity Bldg,Management & Technical Assistance,S02,0,0,0
464197266,Crusade For Art Inc,675 Drewry St Ne Ste 6,Atlanta,GA,30306-3743,Public Social Benefit,Public & Societal Benefit NEC,W99,21389,76169,76169
463987074,Georgia Communities Inc,745 Ponce De Leon Ter Ne,Atlanta,GA,30306-3707,Housing Shelter,Housing Development,L20,,,
463420657,Convergence Network Inc,743 Virginia Ave Ne,Atlanta,GA,30306-3683,Religious,Protestant,X21,0,0,0
464948786,Keep Kickin,395 Callan Cir Ne,Atlanta,GA,30307-1701,Human Services,Human Services,P20,0,0,0
464539592,T R Stegall Education Foundation,1270 Caroline St Ne Ste D120-359,Atlanta,GA,30307-2758,Public Social Benefit,Public & Societal Benefit NEC,W99,,,
463465912,Masjid Taqwa,108 Elizabeth St Ne,Atlanta,GA,30307-2505,Religious,Islam,X40,,,
472629006,Mueller Family Foundation,2724 Peachtree Road,Atlanta,GA,30305-2978,Philanthropy,Private Independent Foundations,T22,3060182,3090498,
465264420,Trans Housing Atlanta Inc,1530 Dekalb Ave Ne Ste A,Atlanta,GA,30307-2175,Housing Shelter,Homeless Shelters,L41,,,
465084810,Circus Combustus,451 Hardendorf Ave Ne,Atlanta,GA,30307-1713,Public Social Benefit,Public & Societal Benefit NEC,W99,0,0,0
463224345,Georgia District Export Council Inc,75 5Th St Nw Ste 1060,Atlanta,GA,30308-1063,Community Capacity Bldg,Business & Industry,S40,,,
463383825,Southern Jewish Resource Network Inc,1530 Dekalb Ave Ne Ste A,Atlanta,GA,30307-2175,Civil Rights,Intergroup & Race Relations,R30,,,
463015540,Circle Of Reflections,575 Juniper St Ne,Atlanta,GA,30308-2301,Human Services,Salvation Army,P24,,,
462781191,Johns Heart Foundation,931 Monroe Dr Ne Ste A102-308,Atlanta,GA,30308-1793,Human Services,Human Services,P20,,,
473660713,End Exploitation Inc,1069 Seaboard Ave Ne Apt 20,Atlanta,GA,30307-2628,Philanthropy,Philanthropy,T50,,,
472539891,Giving With N10ct Philanthropy Foundation Inc,570 Piedmont Ave Ne Unit 54915,Atlanta,GA,30308-8708,Human Services,Human Services NEC,P99,,,
472908307,Veteran Jam Inc,525 Glen Iris Dr Ne Unit 2415,Atlanta,GA,30308-2974,Human Services,Human Services NEC,P99,,,
473334884,Iries Feet,423 Parkway Dr Ne Apt 3,Atlanta,GA,30308-4203,Human Services,Gift Distribution,P58,,,
473201165,International Court For Racial Justice Inc,457 Arnold St Ne,Atlanta,GA,30308-2938,Civil Rights,Fund Raising & Fund Distribution,R12,,,
465022456,Here & Now Ministries Inc,860 Peachtree St Ne Unit 1918,Atlanta,GA,30308-1278,Religious,Protestant,X21,,,
464120530,American Transaction Processors Coalition,600 Peachtree St Ne Ste 4100,Atlanta,GA,30308-2217,Community Capacity Bldg,Business & Industry,S40,3371,445000,445000
